Identification.ID,Is_Hybrid,Engine Information.Engine Type,Year,Driveline,Transmission,Horsepower,Torque,Displacement,Cylinder_Count,Gears_Forward,Height,Length,Width,MPG_CITY,MPG_HWY,Fuel_Type,Make,Model_Year
2011 BMW ActiveHybrid 750i Sedan,TRUE,BMW 4.4L 8 cylinder 455hp 515 ft-lbs Turbo Hybrid,2011,2,2,455,515,4.4,8 ,8,200,210,110,17,24,Gasoline,Dodge,2011 BMW ActiveHybrid 7 Sedan
2010 Dodge Nitro SE Fleet,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,2,2,210,235,3.7,6 ,4,239,192,64,16,22,Gasoline,Dodge,2010 Dodge Nitro
2010 Dodge Nitro Heat,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,2,2,210,235,3.7,6 ,4,239,192,64,16,22,Gasoline,Dodge,2010 Dodge Nitro
2010 Dodge Nitro Shock,TRUE,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,2010,2,2,260,265,4.0,6 ,5,239,192,64,16,21,Gasoline,Dodge,2010 Dodge Nitro
2010 Dodge Nitro SXT Fleet 4X4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,4,2,210,235,3.7,6 ,4,239,192,64,15,21,Gasoline,Dodge,2010 Dodge Nitro
2010 Dodge Nitro SXT Fleet,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,2,2,210,235,3.7,6 ,4,239,192,64,16,22,Gasoline,Dodge,2010 Dodge Nitro
2010 Dodge Nitro SE Fleet 4X4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,4,2,210,235,3.7,6 ,4,239,192,64,15,21,Gasoline,Dodge,2010 Dodge Nitro
2010 Dodge Nitro Detonator,TRUE,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,2010,2,2,260,265,4.0,6 ,5,239,192,64,16,21,Gasoline,Dodge,2010 Dodge Nitro
2010 Dodge Nitro Heat 4X4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,4,2,210,235,3.7,6 ,4,239,192,64,15,21,Gasoline,Dodge,2010 Dodge Nitro
2010 Dodge Nitro Detonator 4X4,TRUE,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,2010,4,2,260,265,4.0,6 ,5,239,192,64,16,20,Gasoline,Dodge,2010 Dodge Nitro
2010 Dodge Nitro Shock 4X4,TRUE,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,2010,4,2,260,265,4.0,6 ,5,239,192,64,16,20,Gasoline,Dodge,2010 Dodge Nitro
2011 Dodge Nitro Heat 4.0,TRUE,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,2011,2,2,260,265,4.0,6 ,5,255,192,65,16,21,Gasoline,Dodge,2011 Dodge Nitro
2011 Dodge Nitro Heat 4.0 4X4,TRUE,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,2011,4,2,260,265,4.0,6 ,5,255,192,65,16,21,Gasoline,Dodge,2011 Dodge Nitro
2010 Dodge Viper SRT10 Coup,TRUE,Dodge 8.4L 10 Cylinder 600 hp 560 ft-lbs,2010,2,1,600,560,8.4,10 ,6,210,108,118,13,22,Gasoline,Dodge,2010 Dodge Viper Coup
2010 Dodge Viper SRT10 Convertible,TRUE,Dodge 8.4L 10 Cylinder 600 hp 560 ft-lbs,2010,2,1,600,560,8.4,10 ,6,185,108,118,13,22,Gasoline,Dodge,2010 Dodge Viper Convertible
2011 Dodge Ram 1500 ST Regular Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,2011,2,2,215,235,3.7,6 ,4,102,188,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Regular Cab 310 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,2,2,310,330,4.7,8 ,5,102,188,224,9,13,E85,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,102,188,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Regular Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,4,2,310,330,4.7,8 ,5,118,188,224,13,18,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,118,188,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Regular Cab 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,2,2,310,330,4.7,8 ,5,102,188,224,14,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Regular Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,4,2,310,330,4.7,8 ,5,118,188,224,13,18,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Sport Regular Cab 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,102,188,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Sport Regular Cab 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,118,188,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Quad Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,2011,2,2,215,235,3.7,6 ,4,115,184,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Quad Cab 310 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,2,2,310,330,4.7,8 ,5,115,184,224,9,13,E85,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Quad Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,4,2,310,330,4.7,8 ,5,130,184,224,13,18,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,130,184,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Quad Cab 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,2,2,310,330,4.7,8 ,5,115,184,224,14,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Quad Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,4,2,310,330,4.7,8 ,5,130,184,224,9,12,E85,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,130,184,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Sport Quad Cab 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Sport Quad Cab 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,130,184,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Regular Cab 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,2,2,310,330,4.7,8 ,5,102,188,224,9,13,E85,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Laramie Quad Cab 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,130,184,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Crew Cab 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,2,2,310,330,4.7,8 ,5,115,184,224,14,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Crew Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Crew Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,4,2,310,330,4.7,8 ,5,130,184,224,9,12,E85,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 ST Crew Cab  390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,130,184,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Crew Cab 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,2,2,310,330,4.7,8 ,5,115,184,224,14,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Crew Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2011,4,2,310,330,4.7,8 ,5,130,184,224,9,12,E85,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,130,184,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Sport Crew Cab 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Sport Crew Cab 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,130,184,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Laramie Crew Cab 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Laramie Crew Cab 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,130,184,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,115,184,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,102,188,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,4,2,390,407,5.7,8 ,5,118,188,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
2010 Dodge Ram 1500 ST Regular Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,2010,2,2,215,235,3.7,6 ,4,102,188,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Regular Cab  310 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,2,2,310,330,4.7,8 ,5,102,188,224,9,13,E85,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,2,2,390,407,5.7,8 ,5,102,188,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Regular Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,4,2,310,330,4.7,8 ,5,118,188,224,13,18,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Regular Cab  390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,4,2,390,407,5.7,8 ,5,118,188,224,13,18,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Regular Cab 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,2,2,310,330,4.7,8 ,5,97,235,224,14,19,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Regular Cab  4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,4,2,310,330,4.7,8 ,5,118,188,224,9,12,E85,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Quad Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,2011,2,2,215,235,3.7,6 ,4,115,184,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Quad Cab  310 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,2,2,310,330,4.7,8 ,5,115,184,224,14,19,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Quad Cab  390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Quad Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,4,2,310,330,4.7,8 ,5,130,184,224,9,12,E85,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Quad Cab 390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,4,2,390,407,5.7,8 ,5,130,184,224,13,18,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Quad Cab 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,2,2,310,330,4.7,8 ,5,115,184,224,9,13,E85,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Quad Cab  390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Quad Cab  4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,4,2,310,330,4.7,8 ,5,130,184,224,9,12,E85,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Quad Cab  390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,4,2,390,407,5.7,8 ,5,130,184,224,13,18,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 Laramie Quad Cab 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 Laramie Quad Cab 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,4,2,390,407,5.7,8 ,5,130,184,224,13,18,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Crew Cab 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,2,2,310,330,4.7,8 ,5,115,184,224,9,13,E85,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Crew Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Crew Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,4,2,310,330,4.7,8 ,5,130,184,224,9,12,E85,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 ST Crew Cab 390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,4,2,390,407,5.7,8 ,5,130,184,224,13,18,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Crew Cab 4x2,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,2,2,310,330,4.7,8 ,5,115,184,224,9,13,E85,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Crew Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Crew Cab 390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,4,2,390,407,5.7,8 ,5,130,184,224,13,18,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 Laramie Crew Cab 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,2,2,390,407,5.7,8 ,5,115,184,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 Laramie Crew Cab 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,4,2,390,407,5.7,8 ,5,130,184,224,13,18,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Crew Cab 4x4,TRUE,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,2010,4,2,310,330,4.7,8 ,5,130,184,224,9,12,E85,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Regular Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,2,2,390,407,5.7,8 ,5,97,235,224,14,20,Gasoline,Dodge,2010 Dodge Ram 1500
2010 Dodge Ram 1500 SLT Regular Cab 390 hp 4x4,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2010,4,2,390,407,5.7,8 ,5,118,188,224,13,18,Gasoline,Dodge,2010 Dodge Ram 1500
2011 Dodge Ram Dakota ST Extended Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2011,2,2,210,235,3.7,6 ,4,206,173,29,15,20,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota ST Extended Cab 4x4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2011,4,2,210,235,3.7,6 ,4,206,173,29,14,18,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2011,2,2,210,235,3.7,6 ,4,208,173,29,15,20,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2011,2,2,302,329,4.7,8 ,5,208,173,29,9,13,E85,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2011,4,2,210,235,3.7,6 ,4,206,173,29,14,18,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x4,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2011,4,2,302,329,4.7,8 ,5,206,173,29,9,13,E85,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2011,2,2,210,235,3.7,6 ,4,206,173,29,15,20,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2011,2,2,302,329,4.7,8 ,5,206,173,29,9,13,E85,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2011,4,2,210,235,3.7,6 ,4,206,173,29,14,18,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x4,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2011,4,2,302,329,4.7,8 ,5,206,173,29,14,19,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Laramie Crew Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2011,2,2,210,235,3.7,6 ,4,208,173,29,15,20,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2011,2,2,302,329,4.7,8 ,5,208,173,29,14,19,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Laramie Crew Cab 4x4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2011,4,2,210,235,3.7,6 ,4,206,173,29,14,18,Gasoline,Dodge,2011 Dodge Dakota
2011 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x4,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2011,4,2,302,329,4.7,8 ,5,206,173,29,9,13,E85,Dodge,2011 Dodge Dakota
2010 Dodge Ram Dakota ST Extended Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,2,2,210,235,3.7,6 ,4,206,173,29,15,20,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota ST Extended Cab 4x4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,4,2,210,235,3.7,6 ,4,206,173,29,14,18,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,2,2,210,235,3.7,6 ,4,208,173,29,15,20,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2010,2,2,302,329,4.7,8 ,5,208,173,29,14,19,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,4,2,210,235,3.7,6 ,4,206,173,29,14,18,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x4,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2010,4,2,302,329,4.7,8 ,5,206,173,29,14,14,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,2,2,210,235,3.7,6 ,4,206,173,29,15,20,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2010,2,2,302,329,4.7,8 ,5,206,173,29,14,19,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,4,2,210,235,3.7,6 ,4,206,173,29,14,18,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x4,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2010,4,2,302,329,4.7,8 ,5,206,173,29,9,12,E85,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Laramie Crew Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,2,2,210,235,3.7,6 ,4,208,173,29,15,20,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x2,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2010,2,2,302,329,4.7,8 ,5,208,173,29,14,19,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Laramie Crew Cab 4x4,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2010,4,2,210,235,3.7,6 ,4,206,173,29,14,18,Gasoline,Dodge,2010 Dodge Dakota
2010 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x4,TRUE,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,2010,4,2,302,329,4.7,8 ,5,206,173,29,14,19,Gasoline,Dodge,2010 Dodge Dakota
2011 Dodge Ram 1500 Tradesman Regular Cab 4x2,TRUE,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,2011,2,2,210,235,3.7,6 ,4,102,188,224,14,20,Gasoline,Dodge,2011 Dodge Ram 1500
2011 Dodge Ram 1500 Tradesman Regular Cab 390 hp 4x2,TRUE,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,2011,2,2,390,407,5.7,8 ,5,102,188,224,13,19,Gasoline,Dodge,2011 Dodge Ram 1500
